EAN/GTIN,Repetidos,Codigo,Fabricante,Descrição dos Produtos
7893858318235,1,17027,STAM,FECHADURA INOX ESP 823/03
7893858329231,1,14578,STAM,FECHADURA OXIDADA INTERNA 813/10
7893858329378,1,14577,STAM,FECHADURA OXIDADA WC 823/10
7893858335300,1,14580,STAM,FECHADURA ANTIQUE ESP LARGO EXT 1601/10
7893858335621,1,14162,STAM,FECHADURA INOX ESP LARGO EXTERNA 1601/09
7893858335652,1,8576,STAM,FECHADURA OXIDADA ESP LARGO 1601/09 EXT
7893858335669,1,14581,STAM,FECHADURA ANTIQUE ESP LARGO 1610/10 INT
7893858335805,1,14163,STAM,FECHADURA INOX ESP LARGO INTERNA 1610/09
7893858335843,1,14582,STAM,FECHADURA ANTIQUE WC LARGA 1620/10
7893858350129,1,5967,STAM,FECHADURA EXTERNA 803/03
7893858350136,1,14579,STAM,FECHADURA OXIDADA EXTERNA 803/10
7893858350549,1,5965,STAM,FECHADURA INOX ESP MV 502/03/02 EXTERNA
7893858350556,1,5966,STAM,FECHADURA INOX ESP MV 602/03/02 EXTERNA
7893858350679,1,5953,STAM,FECHADURA INOX PORTA DE CORRER 901
7893858350860,1,14574,STAM,FECHADURA OXIDADA EXTERNA GORJE 1801/21
7893858351003,1,11243,STAM,FECHADURA ANTIQUE EXTERNA 1801/21
7893858352741,1,14585,STAM,FECHADURA INOX EXTERNA 1801/21
7893858352802,1,5970,STAM,FECHADURA COLONIAL EXTERNA 803/04
7893858353274,1,18712,STAM,FECHADURA ELETRICA GRAFITADA L40MM
7893858358415,1,14586,STAM,FECHADURA INOX ESP 1801/10 EXTERNA
7893858358439,1,14591,STAM,FECHADURA INOX ESP 1801/11 EXTERNA
7893858512503,1,5957,STAM,MACANETA CROM 21 ALAVANCA
7893858512541,1,5958,STAM,MACANETA OXID 21 ALAVANCA
7893858531511,1,16143,STAM,MACANETA CROM 03/02 BOL/ALAV
7893858591065,1,4326,STAM,FECHADURA GRAFITADA EXTERNA 504/03
7893858603713,1,19324,STAM,FECHADURA INOX BUZ 90MM 603/07
7893858714013,1,5968,STAM,FECHADURA INOX ESP 401/07 EXTERNA
7893858759250,1,5961,STAM,MACANETA 03 CROMADA ALAVANCA
7893858800716,1,5969,STAM,FECHADURA INOX ESP 1003
7893858813488,1,5971,STAM,FECHADURA COLONIAL INTERNA 813/04
7893858823487,1,5972,STAM,FECHADURA COLONIAL WC 823/04
7893858902083,1,7848,STAM,CADEADO 30MM HASTE LONG (90208)
7893858903035,1,7849,STAM,CADEADO 35MM HASTE LONGA
7893858919012,1,20279,STAM,FECHADURA 901/BUZIOS MM ESP INOX
7893963772014,1,5607,MARLUVAS,BOTINA ELASTICO N39 BICO COURO PT 39
7893963772021,1,21878,MARLUVAS,BOTINA ELASTICO 40 CAB COURO FLEX PRETA
7893963772038,1,21879,MARLUVAS,BOTINA ELASTICO SAF FLEX COURO FLEX 41
7893963772045,1,21880,MARLUVAS,BOTINA ELASTICO SAF CABO COURO FLEX 42
7893963772052,1,21881,MARLUVAS,BOTINA ELASTICO N43 FLEX CAB COURO
7893963772069,1,21882,MARLUVAS,BOTINA ELASTICA SAF FLEX COURO FLEX 44
7893963772076,1,21883,MARLUVAS,BOTINA ELASTICO N45 FLEX COURO PT
7893963772328,1,5507,MARLUVAS,BOTIN AMARRA BICO PLAST 39 COURO RELAX
7893963861190,1,5508,MARLUVAS,BOTIN AMARRA BICO PLAST 40 COURO RELAX
7893963861206,1,5509,MARLUVAS,BOTIN AMARRA BICO PLAST 41 COURO RELAX
7893963861213,1,5510,MARLUVAS,BOTIN AMARRA BICO PLAST 42 COURO RELAX
7893963861220,1,5511,MARLUVAS,BOTIN AMARRA BICO PLAST 43 COURO RELAX
7893963861237,1,15547,MARLUVAS,BOTIN AMARRA BICO PLAST 44 COURO FLEX
7893963869257,1,17679,MARLUVAS,BOTINA AMARRA N39 MARROM BICO 39
7893963869264,1,17680,MARLUVAS,BOTINA AMARRA N40 MARROM COURO
7893963869271,1,17682,MARLUVAS,BOTINA AMARRA N41 MARROM COURO
7893963869288,1,17683,MARLUVAS,BOTINA AMARRA N42 MARROM COURO
7894023001105,1,2638,JAPI,REGISTRO ESFERICO LATAO 1/2 PASS REDUZ
7894023001129,1,2639,JAPI,REGISTRO ESFERA 3/4 LATAO PASS REDUZ
7894023009118,1,2637,JAPI,TORNEIRA DE ESF P/JAR C/BICO 1/2
7894023016604,1,21288,JAPI,TAPA FURO DE 20MM
7894023020892,1,21287,JAPI,CESTO INOX PVALVULA AMERICANA
7894023025224,1,2644,JAPI,GATILHO P/DUCHA CROMADO
7894023026870,1,17181,JAPI,TORNEIRA DE ESFERA P/JAR C/PORTA CADEADO
7894023026948,1,2629,JAPI,KIT ACESSORIOS ACQUA CROMADO Q18
7894023031362,1,21309,JAPI,TAPA FURO DE 25MM
7894023051551,1,21294,JAPI,VALVULA PRATIKA
7894023052268,1,21290,JAPI,RETENFLUX P/ESGOTO 100MM
7894023058581,1,17182,JAPI,DUCHA HIGIENICA ABS BRANCA 1/4 VOLTA
7894023060652,1,21292,JAPI,PORTA PAPEL TOALHA
7894023062267,1,21295,JAPI,VALVULA PRATIKA 1.1/4 ND32
7894023069167,1,8143,JAPI,KIT ACESSORIOS SAMBA CROMADO 5 P�S
7894023069297,1,2643,JAPI,GATILHO P/DUCHA HIGIENICA BRANCO
7894023072914,1,2627,JAPI,DUCHA HIGIENICA CROMADO
7894023075502,1,21289,JAPI,PORTA COPO AGUA
7894023086454,1,22421,JAPI,ESGUICHO ENGATE RAPIDO 5 FUN�OES
7894023092400,1,22422,JAPI,REGISTRO MAQUINA DE LAVAR
7894023102796,1,2631,JAPI,KIT ACESSORIOS SAMBA BRANCO 5P�S
7894023116939,1,21293,JAPI,PORTA SABONETE LIQUIDO
7894061000870,1,22347,PISA,CHUVEIRO BRANCO 04 30CM LUCONI
7894061000948,1,22349,PISA,CHUVEIRO BRANCO 06 LUCONI
7894061001211,1,22082,PISA,SPUD SANFONADO LUCONI
7894061001723,1,4302,PISA,LUSTRE BOLINHA LUCON
7894061001730,1,4303,PISA,LUSTRE PERINHA LUCON
7894061003215,1,22348,PISA,CHUVEIRO BRANCO 04 C/REGISTRO LUCONI
7894118222071,1,4888,RACUIA/TERUYA,VERRUMA MANUAL 2MM CHIES
7894118225119,1,3306,UYUSTOOLS,BROCA CHATA 7/8 (BCP708)
7894120151109,1,19205,PISA,COLA DE CONTATO AMAZONAS BISNAGA 75G
7894120152113,1,18053,PISA,ESPUMA EXPANSIVA 500ML
7894120188495,1,20797,PISA,COLA VINIL 17G AMAZONAS
7894120221383,1,18229,PISA,COLA VINIL 75G AMAZONAS
7894155002827,1,6274,METALURGICA BALS,SUPORTE P/CORRIMAO RETANGULAR BRANCO
7894155003039,1,2984,METALURGICA BALS,SUPORTE P/VIDRO 100MM
7894155003091,1,6266,METALURGICA BALS,SUPORTE P/VIDRO BRC 300MM
7894162000014,1,12663,RACUIA/TERUYA,CANTONEIRA PINTADA 4X6
7894162000021,1,12664,RACUIA/TERUYA,CANTONEIRA PINTADA 6X8
7894162000069,1,14420,RACUIA/TERUYA,CX P/SERRA MARMORE CHAPA BAU 12
7894162000083,1,14431,RACUIA/TERUYA,COFRINHO C/SEGREDO PORTA MOEDA
7894162000106,1,14418,RACUIA/TERUYA,CAIXA FERRAMENTA BAU N0 30CM FERCAR
7894162000113,1,6735,RACUIA/TERUYA,CAIXA FERRAMENTA BAU N01 36CM FERCAR
7894162000120,1,14419,RACUIA/TERUYA,CX DE FERRAMENT BAU 02-40CM FERCAR
7894162000137,1,6728,RACUIA/TERUYA,CX DE FERRAM FERCAR BAU N3 50CM
7894162000144,1,14415,RACUIA/TERUYA,CAIXA FERRAMENTA SANFONADA N4 FERCAR
7894162000151,1,14416,RACUIA/TERUYA,CAIXA FERRAMENTA SANFONADA N5 FERCAR
7894162000168,1,14497,RACUIA/TERUYA,CAIXA FERRAMENTAS FERCAR 06 5X40 SANFON
7894162001127,1,15797,RACUIA/TERUYA,CAIXA FERRAMENTA SANFONADA N3 FERCAR
7894200000006,1,1831,DEXCO,TORN P/JARDIM E TANQUE (USO GERAL)
7894200024064,1,1801,DEXCO,BASE REGIST PRESSAO 1/2
7894200024071,1,1802,DEXCO,BASE REGIST PRESSAO 3/4
7894200024651,1,1890,DEXCO,REP HYDRA VCR UNIF 2511 1.1/2
7894200025313,1,1840,DEXCO,TORN DE LAVATORIO TARGA 1190C40
7894200025986,1,1815,DEXCO,TORNEIR BOIA BRUTO 1/2
7894200025993,1,1816,DEXCO,TORNEIR BOIA BRUTO 3/4
7894200026006,1,1817,DEXCO,TORNEIR BOIA BRUTO 1
7894200026747,1,1900,DEXCO,MECAN D VEDAC P/TORN ANTIG
7894200027614,1,1884,DEXCO,ACABAMETO P/VALVULA HIDRA MAX BRANCO
7894200027638,1,1886,DEXCO,ACABAMETO P/VALVULA HIDRA MAX CINZA
7894200028123,1,1894,DEXCO,REP HYDRA LUXO/MASTER 1.1/2
7894200028208,1,1883,DEXCO,ACABA P/VALV HIDRA MAX CRO 1.1/4 1.1/2
7894200028215,1,1896,DEXCO,MECAN VEDAC P/TORN USO GERAL
7894200028307,1,1891,DEXCO,REP HYDRA LUXO/MAST 1.1/4
7894200028659,1,1898,DEXCO,MECAN D VEDAC P/MISTUR
7894200028734,1,1865,DEXCO,CONTRA SEDE REGISTRO
7894200028741,1,16930,DEXCO,CONTRA SEDE MAX (4064060)
7894200028994,1,16931,DEXCO,SUBCONJUNTO SEDE HIDRA MAX 4390060
7894200029427,1,1885,DEXCO,ACABAM HIDR MAX BEGE
7894200029878,1,1897,DEXCO,MECAN VEDAC P/TORN FACETADA 1157
7894200030652,1,1857,DEXCO,EMBOLO 2511/2515/2516
7894200030669,1,1820,DEXCO,TORNEIR BOIA BRUTO 2
7894200030973,1,1899,DEXCO,MECANISMO VEDACAO P/MISTURADOR
7894200031239,1,1902,DEXCO,MECAN D VEDAC P/REG 3/4
7894200031611,1,1889,DEXCO,REPARO P/VALV HYDRA MAX 1.1/4-1.1/2
7894200032106,1,1901,DEXCO,MECAN D VEDAC P/REG 1/2
7894200032120,1,1893,DEXCO,REPAR HIDRA LISA 1.1/4
7894200033080,1,15152,DEXCO,BASE REGIST GAVETA 1/2
7894200033202,1,2908,DEXCO,EMBOLO 1.1/2
7894200044451,1,1895,DEXCO,MECANISMO DE ACIONAMENTO LUXO MASTER
7894200053347,1,1803,DEXCO,REGIST GAVETA BRUTO 1/2
7894200053361,1,1804,DEXCO,REGIST GAVETA BRUTO 3/4
7894200053385,1,1805,DEXCO,REGIST GAVETA BRUTO 1
7894200053408,1,1806,DEXCO,REGIST GAVETA BRUTO 1 1/4
7894200053422,1,1807,DEXCO,REGIST GAVETA BRUTO 1.1/2
7894200053521,1,1810,DEXCO,REGIST ESFERA BRUTO 3/4
7894200053552,1,1811,DEXCO,REGIST ESFERA BRUTO 1
7894200053644,1,1814,DEXCO,REGIST ESFERA BRUTO 2
7894200065487,1,6669,DEXCO,BASE DE REGIST GAVET 3/4
7894200065517,1,1903,DEXCO,BASE REGISTRO DE GAVETA BRUTO 1 1/2 DN40
7894200139836,1,1849,DEXCO,ACABAMENT P/REG ASPEN 1/2-3/4-1
7894200145202,1,6670,DEXCO,TORNEIRA P/LAVATORIO PAREDE ASPEN CR
7894200147992,1,1852,DEXCO,TORN MOV DE MESA P/COZINH ASPEN CR
7894200148005,1,1853,DEXCO,TORN COZIN PARED ASPEN MOVEL
7894200150268,1,1808,DEXCO,REGIST GAVETA BRUTO 2
7894200152774,1,1850,DEXCO,TORN P/LAVAT MESA ASPEN CROM
7894200768661,1,15748,DURATEX,BACIA CONVENCIONAL IZY BRANCO GELO
7894351905366,1,21198,EXTRA,CARREGADOR TURBO TIPO C
7894360100004,1,14288,GREK (BICICLETAS),COLA UNIUM
7894443020052,1,1787,ORIENTE,CALCO LIMITADOR CURSO D/EMBOLO 40MM
7894443020151,1,1769,ORIENTE,CANOPLA PRIMOR LISA ANTIGA
7894443020359,1,1781,ORIENTE,MANIPULO DO REGIST O.SUPER ANTIG (058006
7894443020465,1,1789,ORIENTE,POSICIONADOR DE ESPELHO VEGA
7894443020502,1,1760,ORIENTE,REGISTRO O SUPER ANTIGO ORIENTE
7894443020519,1,10265,ORIENTE,REGISTRO SUPER COMP M091ATUAL 0580072
7894537018996,1,2057,MILLENIUM,GEL MATA FORMIGA 15G
7894591007080,1,6149,UNIAO MUNDIAL,CONCHA MED FERRO CROM EMBUT
7894591007448,1,6244,UNIAO MUNDIAL,PERFIL P/CREMONA FERRO 1 50M
7894591010691,1,10830,UNIAO MUNDIAL,PUXADOR VERSATIL P/DOB.CAMARAO ZAMAC L.O
7894591011544,1,4486,UNIAO MUNDIAL,PINO SEGURANCA P/JANEL ZLO C/4
7894591016396,1,11917,UNIAO MUNDIAL,RODIZIO P/JANELA BALINHA 4MM PAR 694702
7894591017461,1,10815,UNIAO MUNDIAL,FECHADURA MAQ 40 EXT ROS QUAD MAC CR
7894591017553,1,10816,UNIAO MUNDIAL,FECHADURA MAQ 40 EXT ESP LONGO MAC CR
7894591017782,1,10817,UNIAO MUNDIAL,FECHADURA MAQ 40 INTROS QUAD MAC CR
7894591017911,1,10818,UNIAO MUNDIAL,FECHADURA MAQ 40 INT ESP LONGO MAC CR
7894591018369,1,10813,UNIAO MUNDIAL,FECHADURA MAQ 40WC ROSETA QUAD MAC CR
7894591018451,1,10814,UNIAO MUNDIAL,FECHADURA MAQ 40WC ESP LONGO MAC CR
7894591029174,1,2249,UNIAO MUNDIAL,DOBRADI�A ACO 1.1/2 PB.FLO
7894591034826,1,6253,UNIAO MUNDIAL,CREMONA CHAS RAVEN ZLO
7894591041848,1,6216,UNIAO MUNDIAL,CARRANCA LISA P/APARAF Z.L.O PAR
7894591056804,1,10831,UNIAO MUNDIAL,LETRA RESIDENCIAL (A)
7894591056835,1,10832,UNIAO MUNDIAL,LETRA RESIDENCIAL (B)
7894591056866,1,10833,UNIAO MUNDIAL,LETRA RESIDENCIAL (C)
7894591056880,1,10834,UNIAO MUNDIAL,LETRA RESIDENCIAL (D)
7894591056958,1,10836,UNIAO MUNDIAL,LETRA RESIDENCIAL (F)
7894591063369,1,10835,UNIAO MUNDIAL,LETRA RESIDENCIAL (E)
7894591063437,1,10839,UNIAO MUNDIAL,LETRA RESIDENCIAL (L)
7894591063574,1,10845,UNIAO MUNDIAL,LETRA RESIDENCIAL (R)
7894591063642,1,10846,UNIAO MUNDIAL,LETRA RESIDENCIAL (S)
7894591063734,1,10844,UNIAO MUNDIAL,LETRA RESIDENCIAL (Q)
7894591064731,1,21772,UNIAO MUNDIAL,DOBRADI�A ACO 3X2.1/2 S/ANEL C/3 L
7894591065776,1,10858,UNIAO MUNDIAL,DOBRADI�A ACO 3X2.1/2 PR GALV
7894591066193,1,10856,UNIAO MUNDIAL,DOBRADI�A ACO 3X2.1/2 S/A ZINCO
7894591066940,1,10838,UNIAO MUNDIAL,LETRA RESIDENCIAL (J)
7894591067008,1,10841,UNIAO MUNDIAL,LETRA RESIDENCIAL (N)
7894591067077,1,10842,UNIAO MUNDIAL,LETRA RESIDENCIAL (O)
7894591067138,1,10848,UNIAO MUNDIAL,LETRA RESIDENCIAL (U)
7894591067398,1,10847,UNIAO MUNDIAL,LETRA RESIDENCIAL (T)
7894591069941,1,10837,UNIAO MUNDIAL,LETRA RESIDENCIAL (I)
7894591070572,1,21767,UNIAO MUNDIAL,DOBRADI�A PIVOTANTE C/ROLAMENTO Z CROMA
7894591070923,1,10849,UNIAO MUNDIAL,PUXAD CLASSIC DUPL 250MM
7894591070947,1,10850,UNIAO MUNDIAL,PUXAD CLASSIC DUPL P/PORTA 25MM
7894591071470,1,16273,UNIAO MUNDIAL,CONCHA EMB ZC 2PARAF INT CR FDO INOX 25
7894591072002,1,11919,UNIAO MUNDIAL,FECHADURA P/JANELA E PORTA DE CORRER
7894591072088,1,10840,UNIAO MUNDIAL,LETRA RESIDENCIAL (M)
7894591072149,1,10843,UNIAO MUNDIAL,LETRA RESIDENCIAL (P)
7894591072217,1,11891,UNIAO MUNDIAL,LETRA RESIDENCIAL (G)
7894591074631,1,10819,UNIAO MUNDIAL,PUXADO DUPLO TUBULAR ALUM 400MM CROMADO
7894591075027,1,19664,UNIAO MUNDIAL,DOBRADI�A ACO 1 PR ZINCO
7894591075065,1,8587,UNIAO MUNDIAL,DOBRADI�A ACO 1.1/2 ZINCADO
7894591076529,1,21770,UNIAO MUNDIAL,DOBRADI�A ACO 1X7/8 C/3 L.O
7894591076932,1,10827,UNIAO MUNDIAL,GANCHO REDE LATAO POLIDO
7894591077885,1,10821,UNIAO MUNDIAL,PUXADOR DUPLO PLAN ALUM 400MM CR
7894591078004,1,10829,UNIAO MUNDIAL,PUXADOR DUPLO PLANO ALUMINIO 600MM CR
7894591079391,1,5770,UNIAO MUNDIAL,LETRA RESIDENCIAL (H)
7894591084036,1,11525,UNIAO MUNDIAL,DOBRADI�A ACO 1.1/2 PR ZINCO
7894591084128,1,21771,UNIAO MUNDIAL,DOBRADI�A ACO 1 1/2X1.5/16 C/3 L.O
7894591087150,1,4477,UNIAO MUNDIAL,PRENDEDOR PORI MAGNETICO
7894591602001,1,11921,UNIAO MUNDIAL,ARTICULACAO P/JANELA LO 62508
7894591602100,1,21764,UNIAO MUNDIAL,PUNHO DE FERRO GALVANIZADO
7894591602209,1,6213,UNIAO MUNDIAL,PUNHO DE FERRO CROM 2 LUVAS (616004)
7894591602308,1,6214,UNIAO MUNDIAL,PUNHO DE FERRO PRETO/AMARELO (616008)
7894591602407,1,6309,UNIAO MUNDIAL,CONCHA MEDIA SOBREPOR FERRO CROM
7894591602469,1,6196,UNIAO MUNDIAL,BORBOLETA LISA Z.O.L
7894591603312,1,6197,UNIAO MUNDIAL,CONCHA LATAO PEQ POLIDA
7894591603329,1,6189,UNIAO MUNDIAL,CONCHA LATAO L.O PEQ
7894591603503,1,10859,UNIAO MUNDIAL,CONCHA DE LATAO PAR CROMADA 613604
7894591603527,1,6190,UNIAO MUNDIAL,CONCHA LATAO PAR MED LO
7894591604401,1,6215,UNIAO MUNDIAL,CARRANCA P/CHUMBAR PAR
7894591605101,1,6187,UNIAO MUNDIAL,PINO GUIA PINO RETO
7894591605118,1,6188,UNIAO MUNDIAL,PINO GUIA 90
7894591606207,1,6176,UNIAO MUNDIAL,PUNHO ZAMAK LUXO CR
7894591606719,1,6150,UNIAO MUNDIAL,FECHO PRISIONEIRO PQ LO
7894591606818,1,6151,UNIAO MUNDIAL,FECHO PRISIONEIRO GR L.O (653108)
7894591607013,1,6193,UNIAO MUNDIAL,FECHO CONCHA P/JANELA CORRER LATAO Z FLO
7894591607051,1,6220,UNIAO MUNDIAL,CREMONA COLONIAL Z.L.O. 1.0
7894591607112,1,6194,UNIAO MUNDIAL,PRENDEDOR DE PORTA
7894591607167,1,6200,UNIAO MUNDIAL,TRINCO UNIAO Z.L.O 5CM (682008)
7894591607600,1,6219,UNIAO MUNDIAL,CALC P/PORTA Z.L.O UNI. MUND
7894591607853,1,4152,UNIAO MUNDIAL,CREMONA LISA MIL ZLO
7894591607952,1,6218,UNIAO MUNDIAL,CREMONA COLONIAL Z.L.O (670008)
7894591608003,1,6221,UNIAO MUNDIAL,FECHO BATON MUNDIAL CROMADO (650004)
7894591608010,1,6222,UNIAO MUNDIAL,TRINCO BATON MUNDIAL Z.L.O. (650008)
7894591608058,1,11918,UNIAO MUNDIAL,GONZO EXTERNO JOGO 4PECAS LO 646202
7894591608164,1,6223,UNIAO MUNDIAL,TRINCO UNIAO Z.L.O.6CM
7894591609161,1,6191,UNIAO MUNDIAL,TRINCO UNIAO Z.L.O 9 CM (682208)
7894591609307,1,6206,UNIAO MUNDIAL,PUXADOR GRAND CROM
7894591609314,1,6207,UNIAO MUNDIAL,PUXADOR GR LO
7894591609406,1,6224,UNIAO MUNDIAL,RODIZIO P/JANELA NAPOLEAO 6MM (694002)
7894591609451,1,19610,UNIAO MUNDIAL,RODIZIO P/JANELA BALA 60MM 09/10
7894591609468,1,6225,UNIAO MUNDIAL,RODIZIO P/JANELA BALINHA 6MM (694602)
7894591609499,1,4151,UNIAO MUNDIAL,PUXADOR MUNDIAL P/PORTA FLO
7894591609505,1,6236,UNIAO MUNDIAL,ROLDANA P/PORTA DUPLA
7894591609512,1,6237,UNIAO MUNDIAL,ROLDANA P/PORTA SIMPLES
7894591609611,1,20793,UNIAO MUNDIAL,PUXADOR MUNDIAL P/PORTAO Z.L.O TUBO LATA
7894591609666,1,6183,UNIAO MUNDIAL,TRINCO ESCORPIAO Z.L.O (680108)
7894591609703,1,6201,UNIAO MUNDIAL,TRANQUETA ZAMAC ANTIGA
7894591609956,1,6199,UNIAO MUNDIAL,TRINCO AVIAO Z.L.O (680508)
7894591610501,1,20798,UNIAO MUNDIAL,TRANQUETA ZAMAC MUNDIAL CROMADA
7894591610518,1,6227,UNIAO MUNDIAL,TRANQUETA ZAMAC ANTIGA
7894591610617,1,6205,UNIAO MUNDIAL,"TRANQUETA BICO VIRADO ,,"
7894591611102,1,6202,UNIAO MUNDIAL,PUXADOR CLASSIC 10CM CROM
7894591611157,1,11920,UNIAO MUNDIAL,PUXADOR CLASSIC 15CM CR
7894591611256,1,10861,UNIAO MUNDIAL,PUXADOR CLASSIC 25CM CROMADO
7894591612062,1,6186,UNIAO MUNDIAL,TRINCO UNIAO Z.L.O 12 CM
7894591612109,1,6203,UNIAO MUNDIAL,PUXADOR CLASSIC 10CM Z.L.O
7894591612154,1,6175,UNIAO MUNDIAL,PUXADOR CLASSIC 15CM ZLO
7894591615063,1,21769,UNIAO MUNDIAL,TRINCO UNIAO Z.L.O 15CM
7894591618118,1,4485,UNIAO MUNDIAL,TRINCO DE EMBUTIR 18CM Z.L.O (651608)
7894591620012,1,4159,UNIAO MUNDIAL,DOBRADI�A ACO 3X2.1/2 FLO C/3
7894591620067,1,6155,UNIAO MUNDIAL,DOBRADI�A ACO 3X2.1/2 FG
7894591620111,2,10854,UNIAO MUNDIAL,DOBRADI�A ACO 3X2.1/2 FLO C/ANEL
7894591620111,2,6156,UNIAO MUNDIAL,DOBRADI�A ACO 3X2 1/2 FLO C/A
7894591620128,1,10452,UNIAO MUNDIAL,DOBRADI�A ACO 3.1/2X2.1/2 FG C/A
7894591620135,1,6153,UNIAO MUNDIAL,DOBRADI�A ACO 3X2.1/2 FG C/A
7894591620166,1,6251,UNIAO MUNDIAL,DOBRADI�A ACO 3X2 1/2 FG C/A
7894591620210,1,6157,UNIAO MUNDIAL,DOBRADI�A ACO PALMELA 3 FLO C/2
7894591620319,1,6158,UNIAO MUNDIAL,DOBRADI�A ACO 3.1/2 X 3 FLO C/3
7894591620418,1,4476,UNIAO MUNDIAL,DOBRADI�A ACO 3.1/2 X 3 FLC
7894591620517,1,6159,UNIAO MUNDIAL,DOBRADI�A ACO 3.1/2X 2.5/16 FLO
7894591620562,1,6152,UNIAO MUNDIAL,DOBRADI�A ACO 3.1/2X2.5/16 FG PR
7894591620616,1,6160,UNIAO MUNDIAL,DOBRADI�A ACO 3X3 S/ANEL FLO )
7894591620623,1,20792,UNIAO MUNDIAL,DOBRADI�A ACO 3X3 LM S/A C/3 CR
7894591620661,1,6161,UNIAO MUNDIAL,DOBRADI�A ACO 3X3 S/ANEL FG
7894591620715,1,6162,UNIAO MUNDIAL,DOBRADI�A ACO 3X3 FLO C/ANEL
7894591620722,1,10863,UNIAO MUNDIAL,DOBRADI�A ACO 3X3 FCR C/ANEL
7894591621217,1,6252,UNIAO MUNDIAL,DOBRADI�A ACO PALMELA 3X1 1/2 FLO
7894591621262,1,6163,UNIAO MUNDIAL,DOBRADI�A ACO PALMELA 3 1/2 FG
7894591621514,1,11523,UNIAO MUNDIAL,DOBRADICA ACO 2X1.1/4 LEVE L.O C/3
7894591621569,1,6164,UNIAO MUNDIAL,DOBRADI�A ACO 2 FG
7894591621811,1,10857,UNIAO MUNDIAL,DOBRADI�A ACO REFORC 3 1/2X3 C/ANEL
7894591622214,1,6165,UNIAO MUNDIAL,DOBRADI�A ACO PALMELA 4 FLO
7894591622511,1,11524,UNIAO MUNDIAL,DOBRADI�A ACO 2.1/2 FLO C/3
7894591622528,1,20791,UNIAO MUNDIAL,DOBRADI�A ACO 2 1/2X1 5/8 LE S/A CR
7894591622535,1,11532,UNIAO MUNDIAL,DOBRADICA ACO 2.1/2X1.5/8 LV PRETA S/AN
7894591622566,1,6166,UNIAO MUNDIAL,DOBRADI�A ACO 2.1/2 FG
7894591623068,1,17664,UNIAO MUNDIAL,DOBRADI�A ACO 3X2.1/2 FG 623001
7894591623211,1,11526,UNIAO MUNDIAL,DOBRADI�A ACO 2 FLO PR C/3
7894591623266,1,6167,UNIAO MUNDIAL,DOBRADI�A ACO 2 FG PR C/3
7894591623310,1,11527,UNIAO MUNDIAL,DOBRADI�A ACO 2.1/2 FLO PR C/3
7894591623365,1,6168,UNIAO MUNDIAL,DOBRADI�A ACO 2.1/2 FG PR C/3
7894591623518,2,11528,UNIAO MUNDIAL,DOBRADI�A ACO 3.1/2X5/16 FLO CR C/3
7894591623518,2,4478,UNIAO MUNDIAL,DOBRADI�A ACO 3.1/2X2.5/16 FLO
7894591623563,1,6169,UNIAO MUNDIAL,DOBRADI�A ACO 3.1/2X2.5/16 FG
7894591623662,1,6170,UNIAO MUNDIAL,DOBRADI�A ACO 3X3 FG
7894591625017,1,11893,UNIAO MUNDIAL,GANCHO P/REDE ACO FLO (690008)
7894591625024,1,6247,UNIAO MUNDIAL,GANCHO P/REDE CROMADO (690004)
7894591625062,1,21768,UNIAO MUNDIAL,GANCHO DE REDE FG-CARGA 150KG
7894591625093,1,6248,UNIAO MUNDIAL,GANCHO P/REDE ANTIQUE (690009)
7894591625314,1,17050,UNIAO MUNDIAL,DOBRADI�A ACO PALMELA 3 1/2 C/PINO FLO
7894591625512,1,3886,UNIAO MUNDIAL,DOBRADI�A ACO VAI E VEM 3 FERRO L.O
7894591625529,1,16823,UNIAO MUNDIAL,DOBRADI�A ACO VAI E VEM 3 CR
7894591625536,1,6249,UNIAO MUNDIAL,DOBRADI�A VAI E VEM 3 FPP
7894591625611,1,21765,UNIAO MUNDIAL,DOBRADI�A ACO VAI E VEM 4 L.O
7894591625635,1,6250,UNIAO MUNDIAL,DOBRADI�A ACO VAI E VEM 4 FPP 1PC
7894591626014,1,17047,UNIAO MUNDIAL,FECHO P/JANELA DE CORRER CHATO ACO FLO
7894591626311,1,11529,UNIAO MUNDIAL,DOBRADI�A ACO 3 FG PR
7894591626366,1,6171,UNIAO MUNDIAL,DOBRADICA ACO 3 LV PR ZINCO BR C/3PC
7894591627516,1,11530,UNIAO MUNDIAL,DOBRADI�A ACO 3 FERRO L.O
7894591627561,1,6174,UNIAO MUNDIAL,DOBRADI�A ACO 3 FG C/3 627501
7894591627912,1,6173,UNIAO MUNDIAL,DOBRADI�A ACO REFORC 4X3 FLO C/ANEL
7894591682102,1,6238,UNIAO MUNDIAL,NUMERO COLONIAL P/APT N0
7894591682119,1,6239,UNIAO MUNDIAL,NUMERO COLONIAL P/APT N01
7894591682126,1,6240,UNIAO MUNDIAL,NUMERO COLONIAL P/APT N02
7894591682133,1,6241,UNIAO MUNDIAL,NUMERO COLONIAL P/APTO N03
7894591682140,1,6242,UNIAO MUNDIAL,NUMERO COLONIAL P/APT N04
7894591682157,1,6243,UNIAO MUNDIAL,NUMERO COLONIAL P/APT N05
7894591682164,1,6245,UNIAO MUNDIAL,NUMERO COLONIAL P/APT N06
7894591682171,1,6179,UNIAO MUNDIAL,NUMERO COLONIAL P/APT N07
